,name
jw-etWMob2A07geTAVkgEw,Edelweiss German Deli
adEJYiysRmK8eDqnHP9N6A,Carl's Jr 7091
Y9V4EebKsaBmvKPlxXVheA,Subway
nW_1gn19lMnS9IF1KlZ-aA,Pick Up Stix
beSNHSvR9kjE_5vXJ_tlfw,Sonic Drive-In
_IE5XDjxeM47NSzhg7sItg,Pink Pepper Thai Cuisine
En2GuQV7FoOGHhXX5SMEBg,Wendy's
V3lQtk1LgwAEcF9j-BzchA,Famous Ray's Pizza
vA9aCw2kTgN8p2SLdm2mDA,Taste of India
rGHktXbee4CErLsMrPqbrA,Streets of New York
kF8JDYpLnbf8AZS9gpHXJg,Joey's California Bistro
zTfBa__ldlTdbVgSl5h31Q,Bamboo House
3msnZ6oe0sslHsE1js1QUA,Baja Fresh Mexican Grill
JqAI4UA2xXPYxvlhzG-i9A,Eribertos Mexican Food
2J1DtN7FjGICQcgRei3jKA,Peter Piper Pizza
_BU867oRCLZnDIRmg7S6Wg,Chili's Grill & Bar
kvxrjOmicwb2njvXOJsZRw,Ammaccapane's Restaurant & Sports Bar
zwJX3eetOhpi-gv4-E4rcQ,Pizza Hut
pTBS-RD0_DZwu-Scp0bWwQ,Boston Market
pNJhovUsGAZ4XqG3lCU-5g,Einstein Bros Bagels
fhmKIPGVx9_O4P9zEgCHjQ,McDonald's
jq_YnMQjcArdBWuwRospFg,Salute Ristorante Italiano
4XJ8gO6cbS6PuZ9dzPsrBg,Taco Bell
pF7uRzygyZsltbmVpjIyvw,Spinato's Pizza
DEEAiq6dqVU8bvtC7VXztA,Carl's Jr
dMOdFKdeI7GuZUIq0jwAQg,Rolberto's Taco Shop
DXBPI8rR9f_IthOGPDWoIQ,Manuel's Mexican Restaurant
nefBMCGgMPvOnASoyO_X1A,Krua Thai Cuisine
Pv1H9KIGZTDgSaCDuTUjdQ,North China Restaurant
VTFx4ADDP6nPnlcMHB1-Ow,Panda Express
EUfVkqNFv5Ay0W7nbaivJA,Dairy Queen
gCQuajbLB3hQQbipYpEtYQ,Chuy's Mesquite Broiler
KVOsmfgWSbtTTKxNkXB1Bw,Pinky's Cafe
ZN-RG7wkT8MLsmaTPzIW5g,Sabroso Fresh Mexican Grill
aVBebzA7D9DpQ-JbiCxQNg,Lovejoys Kansas City Bar-B-Q
oMtqDDzpMcFrQwHfeYc1iA,Dragon Bowl
fyy4WNuchHJBa2zH6L8QQw,Domino's Pizza
vB3vEjcw9dfHmgP8ac5ZMQ,Dairy Queen
FucrEEO2laIlAnIZ_n6cTA,Subway
FzKvQFDbB2bimdftxMO55Q,Quiznos
PkBkqQpAoeX3Ogo5HBthQg,Gallagher's
Yb2pNCxYR32XKmpirqJqeQ,Mi Pueblo Mexican Food
4ocBzpAkIrqXvz1Q6Hysjg,Little Caesars Pizza
G24-f72eXmV4xxjoVYY1Lg,Cousins Subs
l8v1GHaB4CsryK6MioZ21A,Taco Bell
bexPpkHMthuCaeC0g0Lrfg,Panda Express
53Lq8bak88EtuZyKMmDPmQ,Blimpie Subs & Salads
WQJwpYwEFT_QTR-lFIh5mA,Yasha From Russia
#NAME?,Little Peking
3e00b3ic-7J7TcSklYVauw,Pick Up Stix
DlLduXXSwjkm7OL4Z1iH1A,Federicos Mexican Food
4sE8irsM-l6Y-Npodmx9kA,Pizza Hut
lf42gtgq_2_jPvjfp_K1nQ,Uncle Sam's
hxruECjY-r3Y1WBaFcl90g,Church's Fried Chicken
TepT2VeFe3tMYdAiqj12vg,Subway
DIYHTgM-YGKWOWLzQ4XVhA,Michelina's Ristorante Costa Campagnia
0gQrhOYWdO0XVZEKtOrvaA,Red Devil
JImJictLIE48_O1z-l2TGw,Wagon Yard
WPy74Udv6X8dgxK6F9uxCQ,Subway
n7dkpRLUl7C6zLRRXk_BDg,Samurai Sam's Teriyaki Grill
cuxqnMMmbBV0iE2KJJy60Q,A A Wok
Snu39WyiChz0NwFWRMyUvQ,McDonald's
1OO3fy6z5lxlRuHnnhPStg,Best of Europe Meats & Deli
cvhsdSDaWPjLVnTThQkx8g,El Conquistador
qXQ3ZBdwI3GlbR5-eYWqNA,Saba's Mediterranean Cuisine
HghAgkxoEpUNZNQbAY485A,Chuck E Cheese's
vFJmFFfPVhHkC3bWOeZnNA,Casey Jones Grill
4SwDarJGXaUPGv8QpmpHxQ,Ruby Tuesday
4mZ__NR8jLD1k0rYpSbplA,Outback Steakhouse
hNVcBhJSD5HyLKMf_Z7TaA,Islands Restaurant
j5HLcBru7FEirYJPbKFVWA,Breadcrafters Bakery & Cafe
otjJD3ZoMVQOflk4LvoFZg,Souper Salad
DLBRqj-RXzg2QPJko9L7dw,Village Inn
p1ntTC9-CI6x5Y_nUoo6Ag,IHOP
nqpUjsD-nUIQCrr15B9W-g,Kfc
lDpZvI18smqlyBeC4YykFA,Sonic
ydnc0p_oPL80BBKJNZGw_Q,Ramiros Mexican Food
Wxt6FGF4vxsnKYksMZRoiA,Los Alamos Mexican Food
hgy8A1Wnqyi4M-HJIFLpyQ,Dairy Queen
UYHa5iKUddnZrlxF7taI0Q,Dennys
IPmktV4dkAw1jpHZRi5mVw,Smoothie King
gxQBcIpzjGPCh9Gbncu0qA,Voodoo Daddy's Magic Kitchen
EfmR4e1tmjC5_ZQOgfnYrg,Roma Garden Ristorante
oqZPXoenkQvAKQJ2pDCo0A,Julio G's Tatum
IcuPhhH7QCOCT19EDEppEw,Einstein Bros Bagels
9UgwLTF5mSf9ip2xEYYy2g,Ironworks Restaurant
iOITnizWLD3NlKxRtZd5AA,Rubio's Fresh Mexican Grill
5MlUPatQxg4GZhkPwGIvrQ,3 Margaritas
doEZAj-NSnoEMOJl5yXcNw,Yusef's Middle Eastern Restaurant Grocery & Deli
F5vKD7ajS69CwuFyBVxA_g,Boston Market
VpQZo6KV8CqkIG_MRQ3jiA,Brennan's Pub & Grub
4zBdx_EZFaDFJ9MvqxYNeg,Gorditas El Tio
vWcUrFcweGXAWsil_pfpjw,Whataburger
1cGZU2gDewDfEu-bBMZEgQ,Los Betos Mexican Food
VK9AdK8hjxIWU3C2W9_k0w,Pasta Pomodoro
rEC1QrZVEYH8LpowJ_DNZA,Panda Express
K8GqMhhVvz8pqq9F7sE-Sg,Sinaloa
d9JDpGG6Rowq7L4FWBI86A,Jack in the Box
r7Ge8_c5Y2TXthb4CSjzaA,Shogun
hx9dmPZZHvLQgEhlAZ-Seg,Pueblo Viejo
qdI9KaRhOzaJRK0dvGUSaw,Coco's Family Restaurant
VQtMFcgkRz7MCIo9sPDaeg,Golden Wok Chinese Restaurant
dvjYiddhJ2HrosdSBAqngg,Go Go China
4T-oySmxM_-ojR_nTqF7pA,Golden Bowl Chinese Food
QSCeI8HdUluG-YmbDWo-fw,Streets of New York
LGLOtR2e-v74MpB51k8hxQ,Lim's Chinese Buffet
cM_Pgssgemse4PefTNnvrw,Chompie's
lAGDe38li38fyf971CslFg,Dragon Palace
ajf3Myr1PKX9RaLS_Ukc8A,Jack in the Box
u5o4H8h0sIVhqa8Lcusi5g,Fatso's Pizza
VDUwU8bHmeGgtJpe-rz3bQ,Yunan Wok
2RxIERKZi5gjLW76MkFotQ,40th Street Cafe
UtmsxhLHB4lYSN_NxKW3XA,Papa John's Pizza
KRqtYdnDpwqYfWkFhZYjow,Wang Express
DfLML2IlhUqztTBURxOAxg,5 & Diner
3N__CAwM5VZOhRKmxMtImw,Eastwind Restaurant
WxpCYziMlEy8mrEa_VcB1w,La Parrilla Suiza
avvNnkpGpGIS-2CClsduXA,Rimrock Bar & Grille
7pj0w2wN4LWhvTCPz78h1Q,Rennick's Restaurant
SeqfJOg6jZGx2W1bs142cg,Papa John's Pizza
Bjl0Y7U3pIGtx23fQduA4w,Rally's Hamburgers
4mPaDuo9urNu43xJ3KefMg,Cousins Subs
6GNi9_zkTIHXosttQbKr_A,The Sub Shop
d52zg-S0o940WUCK-nNiKw,Carolina's Mexican Food
RKOS92ptLgEU3BUNMtDHrw,Bobby C's Bar & Lounge
ayTBDjx-S7TH4maWKBiAFw,Wong's Chinese Dining
19hZVXTJ8nGUMBsuIfgm5g,Petes Fish & Chips
1nq6zzJuVgwaHtXau97_Iw,Asadero Norte De Sonora
39oUcXr-06fcfT_MZ94z-Q,Hap's Pit Barbecue
YxMnfznT3eYya0YV37tE8w,Knock Kneed Lobster
7U8TYNW4Mvx6m3zexsO0sg,Stockyards Restaurant
VuPhv9CNIHLOzS2JeDwLOA,Waffle House
3QtWG5sN3HJNBVKn_wHQEw,Oaxaca Sky Harbor
1-t2rcSaH4JGi1jejiHfCA,Jack in the Box
W9KQvVwD7AxDjh7eGQsDnQ,Hap's Pit Barbeque
A-8Q15fZHKGn3dLjazNwHw,Wendy's
mVIHgIkaLHMCdGUE2XCxvw,Mandy's Fish & Chips
sh1-BzB29lIOA2qQ_PxN-A,Waffle House
OcKBQXkd6H_-VvTOX_dOxg,Luv A Sub
wWIK4pP8eTVRiTQIUQ6O9Q,Domino's Pizza
#NAME?,Susie's Mexican Cafe & Lounge
kktQXaj7zI_PGkH6SR2YPg,New Sun Star Super Buffet
41SzC2WJ-RVUpVZ2NJfE-w,McDonald's
-b_VjHZmA7-8LVWp6z36VA,Mim's Burger & Mexican Food
d2AeNB4xw67E1Bzpo1Pm7Q,AZTECA Bakeries & Restaurant
Bv3g-9R5wUevZPP0jzihqg,Las Glorias Restaurant
H61Oufiiwyt_ElSrw-WGyA,Church's Fried Chicken
Jw1ucgEz9SlUKK7_7sqOdw,Tam's
x-YyGmE9tIXAUdg_4Py5KA,Pizza Hut
O7QQ_ThdvSWx0lR3CTRLOA,Wongs To Go
_nypuc5Ke462rFWKoZ_bDw,El Nuevo Taquito
Ho1cBoj4aB7U0zJ4cAWHbA,La Sonorense Tortilla Factory
NnoEbaGnQa44CZE_A5tBTQ,Mama Lola's Tortillas
YOrKbBFKRFqUjMwNJke2WQ,El Tacazo
ZaS6zYn_Pb3QrGRZJfNyzA,Del Taco
uyuiIvQ3aWZxc1-2i_dQtQ,Jay's Gyro's
FBuNLiL2KILEQ9e8SbNWPw,Port of Subs
ZRqpSeZEw6sy8r01TdCudQ,Salsas Y Sombreros
67gi179fNUkU5sApNTcrMg,Peppersauce Cafe
2Yn5IgbAOtc7_bT0g47bQA,Taco Bell
GTVneiUeIyRL8Wa_WmEQ0g,Whataburger
0Apb1P7RzbQEkeJDuywlPQ,George & Dragon II English Restaurant Pub
bbiV-lPmRaK_gjzE77x_jA,South Bank Grill
06YP_JnJzns84fOyQ0HA0Q,Playas Del Novilleros
JNTpW2zBftGllVr7iieazQ,Subway
_zksiS8qbYcn9GMi6kqhoA,Little Caesar's Pizza
gw-V13MyfzFaCTbALfnn2Q,El Mesquite Restaurant
UHCyY_IxIXmM5CFO4zF4JA,New China
NTgVdfRLbU0aKJH_9h3VCw,Gino's Pizza
hBodj_f6adUAnEVUb_he_A,Turk's Fish and Chips
14NSxaXBNspIVnsrMYJZVw,Poncho's Mexican Food
qrapwnls-3IMg-iaXhkQKw,Canton Wong #8
MLcXtnpzygZvQ9BtseLLlw,Farm At South Mountain
_Nx8hwTmjR_x62Byjav0Ew,La Olmeca Restaurant
gg26wjL2eTRIvmdyb7RXAQ,Taco Bell
R7YlKfLpoFDAJQB9hBcQJA,China Restaurant
mcgtZvjjCXLY-Dt7V_XZ6g,Jack-In-the Box
lbECi2rbJPZWzHdmrC9xAA,Abacus Inn Chinese Restaurant
s_rPbgLOpWDgulVn9wd7GQ,Chuy's Mesquite Broiler
SgGINtDKQgoXoAnQgrDKDg,Native New Yorker
-0HGqwlfw3I8nkJyMHxAsQ,McDonald's
mMFW9cZU1gQYv1uWREzg_w,Subway
0vzZ_Bcb02rJljeMU9XkBw,Sakana Sushi & Grill
08In-bFs8JOmSTDlQ0BfFw,Chuck E Cheese's Pizza
lq2iZK7epi23byzcejjqTg,IHOP
s_cKw6m0Fw9jZbobRH0YSg,Rock Bottom Restaurant & Brewery
8H1DwdAAgSBtwDeb2R-hmA,The Nosh Cafe and Bagelry
fRtuc2k17r6aZMJWEMcXFQ,Dairy Queen
aACW1qAdOfgcU8yX61dOFw,Macayo's Mexican Kitchen
507GX11jtCsVYlzaur05_w,Panda Garden
Our6bzte5W1wlIeOu9luug,My Wine Cellar
dD2xiLM1_5Vg0pMvMIPZww,Baja Fresh Mexican Grill Mexican Grill
FOfhEC6rN23RQaUlsR2byw,The Melting Pot
SgTjnyElc26gPUghVuCuSQ,Keegan's Grill & Taproom Foothills
NX5YHSIyesufcsI7Rg5NLg,Mimi's Cafe
l4ymgiD1WnsSrwxWWk7a3Q,Einstein Bros Bagels
fsxBliRs4rwxRXkZUVy62A,On The Border Mexican Grill & Cantina
_RkvdDlzEFSRnGMrTRkVYA,Romano's Macaroni Grill
NDHhzgMrTzr_38md_R5WKw,Sweet Tomatoes
rDvz5jX65gpfONFu7er9Tw,Los Taquitos
nBrD6TxddhHx4FhMk32JvQ,Niro's Gyros
50dKrWfqdotEddX-mCzypA,Taco Bell
5N9bWl5zWuDX-Q1YpTf2LQ,Sub Factory
Lk-FP6yxYRTcU52SaTx2EA,Cactus Jack's Bar & Grill
S3FhtwXuiGMlGdBNtmiiSQ,Ruffino Italian Cuisine
NhdIZvpM11d720SskLvRpA,Wendys
RYZ08XAToBaN-bS5HHVEhQ,Nellos Pizza
fsQFHGMbqWf7MT6KYMuJxQ,Boston Market
gaX1rGPdv9eyPra0cYsYZA,Domino's Pizza
nBfusVbqwul0BU0Rcrlelw,RA Sushi Bar Restaurant
GBN0-wo_cHLnC_pwoOTIFQ,Neo Tokyo
N7oUi6aM01UlvrsIcTSqmg,Rubio's Fresh Mexican Grill
wZwZcte4lcbu51NOzCjWbQ,Rustler's Rooste
nzIJdh8jCuv-uXbQSUmGvw,Auslers Grill
BgkM4eq-n2y_E0IujSpQwQ,Subway
WJC8HctIbxatLbcuez1UOQ,Domino's Pizza
dWa3oZ_uXFaCMtPOT44R4g,McDonald's
djaLlLr3jlPApAqL4exhxQ,Beijing Beijing
6i1XD3mWfxUxkOf7pO1WXA,Hooters
0kZ4aYmqf5fzTt9Yvz8Kvw,Waffle House
K4DHwck_2ds1wURnmZdFiA,Thai Basil
ZLiNw_Q36b-u1VFSeEEfsA,Sonic
pk0vem-ismpPnVeTIG0Q5g,Applebee's Neighborhood Grill & Bar
72pUqCkncwVVn65cIiX8aA,Kfc
d_8bMNQd0mesbEUeq1U2kQ,Star of India
QHyqYUZ0WdxHYPAenIuLjw,Rosati's Pizza
STv-ED3M2xmRFMSvQbWGaw,Capriotti's
M0a0UNYie0vmrDxY5r2yjA,Carl's Jr
EWnSPExh_T5zTv6oMJOC5g,Mr Chao's Asian Bistro
EX5QAAciXEwOQ1xnFlVLAA,Taco Bell
umyo8MPjiZiDXHtvyaOi6g,Arrivederci Trattoria
#NAME?,Hong Kong Gourmet Buffet
UNFcMOWOsr9ilM6lqXIC6w,Del Taco
hgb1RihLYRSpFBjBhn8rZw,Bell' Italia Pizzeria
dGcVT0WGenhh8Np76ta6AA,Cracker Barrel Old Country Store
wzKMb1WAJbBVO819P4nDUg,Malee's Thai Bistro
Fd0mINs0v_cma-ORPDBQSQ,Fatburger
UpYva_zhJ6pRGfdTruIYIg,California Pizza Kitchen
AjE4uM-VaGP3QPCjSjIEaw,Rubio's Fresh Mexican Grill
AX56yxldIb7TPBHMaPqOmg,Port of Subs and Smoothie King
4DDbIvNtzfhLRwz-EOLFDA,Panda Express
JJGkhOmfOFamPbCAaRKPPw,Paradise Bakery
e0vubCKi8KD8zC2C6FdbuQ,Islands Restaurant
d7V3ykQHqChv0KtXEanKLw,Rock Bottom Restaurant & Brewery
OmxAvtMyIvCVm16NFIOOUA,TGI Friday's
UexMw8s7B1J-RtFOQtCCsQ,Romano's Macaroni Grill
byFWmwlVSmUj-AmM6NZYvw,In-N-Out Burger
IYWTOj970XqG2z9Xft_8SA,Einstein Bros Bagels
iAYzRvyBrSkJDu_XZ-E1zQ,Fast Eddie's Diner
uPGcW0cFGc15YiRCz_8taA,Lucky's Pizza
g4y3_YqR4jmfCP9K0TzxrQ,Marcel's
JLHBdowaViDIvRKQD6iITQ,Burger King
corPOxxIBRJ7DSpryYvorw,Roy's Restaurant
_HAYDjkPJVabBXyvx-u9YQ,Extreme Pita
QzXFdjIbFRGhzL83goPPLA,Elephant Bar Restaurant
L_MtTn4IUBTmQtqqM2iFqA,Tea Light Cafe
1sdIDMz5ntCHrClzCgjgJA,Subway
y2wWQI1gx8Zu5pP_WZSR-A,McDonald's
ygt9aCJ3X8m3M4H8vU7cSw,Pioneer Restaurant
v1ocqAm5soWTNPttLQhSZw,Shanghai Club
xPDbCj9tfp5nnGzYzoCHwA,Subway
wyOMi6P9E3C8Fk1IxlcLJA,Rays Pizza
Vh_xXB42CYfhEdelpDb1Ow,Pizza Hut
sowtJ0oFaa3a579A7Pmadw,Pinata Nueva
gP7xl3ZjX-7H9mRk7bvesw,Hungry Howie's Pizza
m3O2EFVs3eo8s40MGGzmsA,Buono's Pizza
H-99nG_KfynWPXh84TKj8A,Copper Kettle-Salads Balti & Taandoori Grill
G7-NoraGlmzwO0sgs4fbmQ,Native New Yorker
juzATNnxyBWEdQoDoKrEuw,Dragonfly Vietnamese Kitchen
GoEHXcq_nY4jZOx3Ay5gxw,Sonic Drive-In
wc0a0XLhcMkoEQx1TbuhpQ,Teriyaki Kitchen
nBqXILuCGVZ4-aPuRKjCCg,Jalisience Mexican Food
2qf-0qkDNh7r8iU0498htQ,Whataburger
1J1iid_qU__8_CxiS2Zw4Q,Souper Salad
KS2w8ychyieJbUqRa6kCHw,Cheba Hut
8TGUK7LD3M-vLWml-jLb0w,Best Hong Kong Dining
BBPkwpj9kSeDuy0uOwWHJA,Nagasaki Grill Toh Zan
PX3e3qtBx_5VC3vqq47jpQ,Hodori Restaurant
SepzOmKNnbVXkqXeFtoapw,Abbey Gardens
D0IB17N66FiyYDCzTlAI4A,Popeye's Chicken & Biscuits
VtpnMevn_oAxXGaM9JDrSQ,Serrano's Mexican Restaurant
Cp5_NSJFNgylD5SUdmT8nQ,Hollywood Alley
P2i4eojfX61pZn8i7RZZxA,Tutti Santi Ristorante Italiano
8aPTQeDYOMNEu907WfflCQ,The Good Egg - Dobson
erYxGVc1A_bce_S_W7dKgQ,Hungry Howie's Pizza
s2-waYR5o7AZTNHeQVWRcA,Szechuan Express
UqXNc416VPZrY09eMQY_eA,Sarku Japan
dbh72sNyNeHUgJqQye9Vbg,Village Inn
CuYHDItnOSfSlPfPDA9Btw,Golden Canyon Oriental
_KGe3v1OzRnUmKhb3VkDgg,Ranch House Restaurant & Country Emporium
k-w0uGmiWaBBL8u5Zoa3kQ,Jack in the Box
1DDTdvU06tng7o0vU7-rig,Coco's Family Restaurant
scVOmQsf5HSY3n9CG06tFA,Olive Garden Italian Restaurant
4rr-CJp0jMKr-kg9wnrTdw,Princess Mediterranean Market & Deli
PNrOTfMmE0CJFV9YwSLzYw,Golden Gate Chinese Restaurant
CuyNmwDOLeMTrbv2c6rNxA,Rosita's Fine Mexican Food
bxToHIsD37NjEsW_eE92mA,Happy Food Restaurant
qgVS6sBe7JNEI8otg0Y3dg,Ub's Restaurant & Bar
9BOeSWUvmh4rRhpQNgrdqA,Carl's Jr.
8NbZswmpIyWWHhpWqThQQQ,Sonic
42xKe5YcCIKmGiqW0i4aGw,Ah-So Japanese Restaurant
pas-y6Ki4gcxKfq2UhJGeQ,Famous Sam's Restaurant & Sports Bar
9B_rnGpDieUnMr7szjuaQg,Nielsen's Frozen Custard
UHkRFDFze9tYfYT_xjn0bQ,Julio's Too Mexican Food
6Ry-gjGqApTSRZkfdYlLmw,McGrath's Fish House
kjVyy6q0UY620sEy56kJ3g,Souper Salad
sllZXXYijYUs-n80uSa96w,Buca di Beppo
Mm8x_jzeLrWlvDEnqhuCBQ,Texas Roadhouse
tbGpaY8AFjxsZJU4Eubbnw,New China Buffet
LdEzAYCufZMTbWc0soCaNg,Einstein Bros
9ocGgALmbzTZWOS7f7SYcA,Old Country Buffet
bNGR0iQTx8hXRmQv4hV5gw,Applebee's
Js7xxK2D4Dc0W8XkAzc4cg,Yoko Fast Food
0VLZj0f3llL9IkL5GOT3lg,Charley's Steakery
9TJIYL_2C-JYmm9Ye6J66w,Egg & I Cafe
6syMU43FKGkcbX2957Ga8A,Sekai Sushi
I0UXl0AwcpSZCd4_3YCccA,Baja Fresh Mexican Grill
DK3fswHjzM-y7JRXw4j82g,Romano's Macaroni Grill
LjwXnAjusrwCZGsWV3Ue8Q,Panda Express
sU9ecRYIfJJKNdYPZyO1JA,Uno Chicago Grill
kG_-Ce7HH_RH2Rmcp3GMvw,The Seafood Market
zARGEdB0JyPCPR0f3FKGxQ,Chili's Grill & Bar
RIGMq0zseM2Y-ZsF7FVZ8g,Rubio's Fresh Mexican Grill
C3JUma5uO3f4zqPJQwRpvA,On the Border Mexican Grill & Cantina
Rus-ewyqLj2D1RlqK-je4w,Charleston's
cyeBcWOtZUypZOO-guTdDw,Wing's Express
NNRUSPcXr3lGpcaaA3-Epw,Little Caesars Pizza
exODno12y5GRj0DRzob2Eg,Taquitos Jalisco
AoO0FJyUm01lmIJJTcPWEQ,Giant Hamburgers
VRxelK__tuQD0KBxx2LzeQ,Organ Stop Pizza
FKoqqNLG47bl_AjMwg3PjA,Whataburger
zBGfa6Vx4K59v8OR81gzJg,Native New Yorker
T2c6bfzcxAvJ1sEGh1_Vhg,Peter Piper Pizza
-GYx5GAx_-4XEsn7mFwdkA,Red Robin Gourmet Burgers
U4DLbBnhm_T-rnQvXdvYQw,Filiberto's Mexican Food
YTR7zYN7F-zP98sqFTS2-g,Ned's Krazy Sub
TRhuiVSzrjveulJaH5lgow,Burger King
Xqh9wCLzlt7ChkrV9BdR2Q,Domino's Pizza
3MwUofF-CektEM52NwDaUA,Big Bowl Restaurant
Ihd5lEko1ctb71UsOWZuuQ,Streets of New York
#NAME?,Fuddruckers
cPIi_5tWZw04DmtyUBcFlg,Hooters
raBq_cc3L7xkVkbIf08BKA,5 & Diner
hBCxdqHRVs-ZsFp7M3emDg,Ruby Tuesday
H3rEy4UWRp6BfoWER4MSCA,Jack In the Box
De7XFhoUwOuAsc0lxN0VyA,On The Border Mexican Grill & Cantina
bbmuF6LtbP51bk0Ia0p1rw,Olive Garden Italian Restaurant
rCU9jDAacLl86Ac8keMmmw,McDonald's
2D7amHyeakOVlsSywblMkw,Denny's
7LuKiasIyGUEo7uipN10Eg,Mokis Hawaiian Grill
g8l_86CgzcGYRUbnS_JWBQ,Xaviers Casa Reynoso
eIhmvoU0EoK7CdrBuXQfEw,Rockin'r Ranch
vhxrgY24WnjOQAL8QYmKpg,Quiznos
Hgl5RjvLS_Yc8cqdw9uaOA,Arizona Golf Resort and Conference Center
6uz6H-RNxbsVsvC4CRCo_A,Annabelle's Dining & Lounge
c3xkboF2p9rfzUFpBBn_tQ,Coco's Family Restaurant
YW9iN8F9b-d-j3xn4edi9A,Serrano's
jpgO5Mys3v6LtGk-diudtw,Chick-Fil-A
L530QbNnHIwCvnElu7ENug,Taco Bell
SS073W0tN3nvG36Qy6n0qg,Old Country Buffet
5C4gtiP5qkBKFF3og7Wt3g,Dairy Queen
43NQ-q543lb1VTstqLZIqg,Jack In the Box
NzI4pAPrjlCkwcLgjseDtA,Chuck E Cheese's
0VyvlA1mZsDoYd3kkRjevA,Outback Steakhouse
k-KhKfLPjBxjSHppWoUyOA,Carrabba's Italian Grill
BRaQrgYVR17bd_zr-wNSlQ,Wendy's Old Fashioned Hamburgers
OreqUicD2AP5QW2HblqRoQ,Black Angus Steakhouse
cg6BteeUKgpBrGCZeu-wEg,Souper Salad
0le8kj4gIHe9aZ1NfS2_Ag,Burger King
NHVfmBrpj5FuzSzJrCtm7g,Arby's
vKZk6rxGVpOK13rb1OwEOA,Taco Bell
Pakx91l3dyreVU91sP__9Q,Restaurant Sinaloa
58J004jxfjm3ahG8BQwUNA,Tom's BBQ
D5Q56uBD9yMF8l6tdQK3Qw,Subway
UO_4j9fGCLflN4wtusPkQQ,McDonald's
k8q3ypIoIzchdp3RoRUsJw,Red Lobster
R-aDr2HjBAHR3FoL2Dtd5Q,Sonic Drive-In
Zk-uJtv5vLpdNV-7rsuDKw,Rincon Peruano Peruvian Restaurant
KYZxLGAZ0VjmURSnm1SWxQ,Church's Chicken
gh-hT8e-XtCExRxe6PKR4w,El Pollo Loco
O-usNZUjADajkeYXIDAJiQ,Micky's Hot Dogs
WTxfdir4ZTJLA6aq6N6HzA,Streets of New York
rHFWPJML2WlGbad0Tqevxw,Ichi Ban Japanese
69c7z9ySnlqV87tITDGENA,Nello's Pizza Mesa
kqFQLV63mAYCsY1LSB2OZw,Dairy Queen
ASNxwg9dD4-_F4H1uNN2KQ,Islands
eONS7DP6U9BV3lkqGAUbOg,Waffle House
rMsTpVM2bJIoghACAtn_uA,Chevys Fresh Mex
udyeC0A16GWcSas7L5hwHg,Denny's
qLXxp0rpzT4kG9tT3wZwfA,Mimis Cafe
#NAME?,Schlotzsky's
IXB3PGgSmw4bjTe9ll-tQw,Phu Thanh
QNTEBnxx45nJQTZcCVRRjA,Salads N Such
2ge-XuBnZ3RWWnBFWt2X3w,Chuck E Cheese's Pizza
e6-owFrAHlsFeUfIOdP1Ow,Carl's Jr.
g8ewG8o0ubTUTAUDj7UZLQ,Pub'n Grub
_9h-jH3YOkAU9-2A-dy6YQ,Old Chicago
jqGb_E1kpR2izyQGNmZ6Sw,Steaks R US
Adjy6wjncsbWpRMo5-FlbQ,Barro's Pizza
vIDQO_9Ytf10vEndDOih8Q,Aloha Kitchen
2nzUx_M8Szyzsf4CszHasw,Crackers & Co Cafe
maF18Z12TB2L_bV9CAhNrA,Wings Express
og7Xi8mwAvhXqDqtWqtt0w,Del Taco
vxPPpj5jJKO8DtapF5S-NQ,Salvadoreno Restaurant
ZCzXgj8OOGb5ww_RX4G7kA,China Panda Buffet
INFG341Vwyr1M94xpimsmA,Chens Chinese Restaurant
vjHkbRBdUwG8aHDXllz37A,Flight Deck Cafe
dlape0CS_lVeS378Uyuoxw,Jack in the Box
hR5ouQeNmGs5z_biAA0AdA,Subway
Jge6Oit_JdTkkJ6UzhWVNA,Red Sage Restaurant
GRVod03GfpFD5Kk_5jmsog,Kokopellis Restaurant
0YoQxhMsj3GlGariDDSKfg,The Garage Pub and Pizza
5q2G7FK3J_Eml_mcldO7Lg,McDonalds
3_p50Iw60alUOCKGdCrv4g,Captain's
8gzwqbiqJ6126_myoDchGw,Los Gringos Locos Grill & Cantina
bpPVn4nF8YR40BjhO6YP1w,Lakeside Restaurant & Cantina
YWzv8BpoxxDU0E9AJXw3Lw,Elvira's Mexican Food
OrXzZB0M0DbPXx3F_X6GkA,Hacker's Grill
t7YbucHTf5N3NkUih-q4IA,Golden China
Ty8jreks3Xy9-Jt2CgAOeA,Taco Bell
44Up9Gbs-IKMnt7ULDWu8A,Cobb's Restaurant & Lounge
weCbIA8mCkVw7zmxPNT5sA,Village Inn
Guai2bH3hNqDP0bPuhT5uQ,Dirtwater Springs
KhFYSO342maSRhu54zDxAA,Feedbag Restaurant
qoQXJhIPTmAuZERLT9QiLQ,T & M Pizza Italian Restaurant
NBJGZTGMpqK7mfTRcobfVQ,Sonic Restaurant
JNEeWjajyZPrwMb1cYi_pg,Creative Cafe
g5csdtYUt97hkexFMCVf-g,Cracker Barrel Restaurant
WpH3Ri68nUtb6wCp8QAePw,Cafe De Manuel
hrbA1-im_sd3c6ZL1A6-QA,Big Wa Chinese Restaurant
5usBY9Sw_tJegCCK_6iKXA,Holiday Inn
g0SiOqUieNQecsxKQHS7hg,Cabo's Bar and Grill
SCkmmn7p6gOs_8_8tnPakw,Border Line Cocina Mexicana
