yelping_since,compliments.plain,compliments.cute,compliments.cool,compliments.more,compliments.profile,average_stars,user_id,elite,review_count,name,compliments.list,votes.cool,votes.funny,compliments.writer,fans,compliments.photos,compliments.note,compliments.funny,votes.useful,compliments.hot
2009-06,9,4,13,2,,3.48,bvRkxlZtE35aJxrmjj1TLA,"[2010, 2011, 2012]",362,Anna,1,148,44,4,20,5,7,2,297,14
2006-08,7,,3,,,4.24,VASqLJfO-m6zOiHDJ-etlQ,"[2006, 2007]",185,Heather,,48,11,,2,,3,,157,
2010-10,6,1,13,3,1,4.14,x1-ACCliPKvKg83EqsA8YA,"[2012, 2013, 2014]",151,Sarah,,83,55,6,5,,7,2,203,2
2010-09,5,,7,,,4.04,U8UwT-Ei2TLlJlAcfyU6wA,"[2010, 2011]",148,Mindy,2,70,65,3,5,,6,,153,11
2009-08,12,,17,3,2,3.74,Tg953ECLcYfyUpY0rgcrJA,"[2011, 2012, 2013, 2014]",1013,David,1,297,212,16,26,14,7,4,881,4
2011-10,3,,6,,,3.91,2nU2tvOEjn7smlncshSYpA,"[2013, 2014]",55,Keith,,13,10,1,2,,3,2,38,1
2006-06,704,189,1489,108,55,3.67,AZrXVp70aiQjJisJNJRxSw,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",1014,Keiko,36,6830,4611,297,156,191,533,508,8096,1448
2010-08,3,,4,6,,3.66,gStP1jQncPmUME4SnfURyw,"[2011, 2012, 2013]",123,Jay Jay,,36,42,3,4,,2,5,81,1
2011-05,3,,5,,,4.07,gAtHtMBijGUUVQ21kk1iPA,"[2013, 2014]",80,Katie,2,64,10,5,4,,2,,155,6
2007-03,4,,12,2,,3.42,Z_WGO5MRHvmnzOz3u2NXRg,[2010],194,Megan,,57,45,1,4,,2,2,103,
2011-05,7,1,16,3,,4.15,uILpE4ihC09BBdNf7LgDHw,"[2013, 2014]",89,Erin,1,136,74,24,11,5,8,6,229,11
2008-06,3,,9,5,1,3.39,VeLHp5aKXrRQQxjahoSOIA,"[2008, 2009, 2010]",88,Ben,,59,57,1,4,,10,2,157,2
2007-10,5,,4,2,,3.49,f3Hp8wdhSy27wsFO6WxpcA,"[2008, 2009]",104,Heather,,51,21,,3,,2,,111,3
2007-05,12,3,11,2,,3.95,vr6GwdKX2LcGf_NSpAQi3Q,[2007],40,Katie,,82,66,2,7,4,8,11,111,4
2009-06,68,1,44,6,1,3.56,UCQNrwN4_hHHTWYa8cqe_Q,"[2011, 2012, 2013, 2014]",724,Edward,,502,421,6,14,1,26,11,988,28
2009-11,,,2,1,,4.07,3-gPa0e4cXn877rChYRoCA,"[2013, 2014]",65,Claudia,,16,5,,0,1,,1,62,1
2009-02,15,1,11,2,2,3.58,cMA8zYqLJAmygR1Hhn5pjw,"[2010, 2011, 2012, 2013, 2014]",345,Bethany,1,179,81,16,12,1,6,2,443,6
2011-01,9,1,15,1,,3.88,3O734Xir7XAOsFqV4-xi9A,"[2011, 2012, 2013, 2014]",221,Grace,,139,67,22,14,2,5,1,378,20
2007-11,3,,7,3,,4.05,D9BTg0QydXDrXOjpqnTsVg,"[2009, 2010, 2011, 2012]",98,William,,59,70,4,2,,3,3,122,6
2008-05,5,,12,3,,3.7,FMOuSgpGLv9qvPYTHL4cgA,[2013],232,Christopher,,80,96,1,3,1,3,8,156,1
2009-08,15,,7,,,4.22,eJOLXZgOjSulzenx78Rauw,"[2012, 2013]",111,Susangela,,60,39,2,2,,1,1,101,3
2012-09,12,,6,,,3.47,h13rEJ_z25WVKr9RCh7_2A,[2014],71,Van,,76,30,3,0,1,2,1,116,1
2009-07,67,9,104,5,7,3.46,mGKpaJqMtlqvGi4tHba7Gw,"[2012, 2013, 2014]",174,Alida,1,450,324,77,35,22,52,12,681,113
2011-03,48,,39,9,1,3.74,gjigz7a2hA5_XJeIxiwzTQ,"[2011, 2012, 2013, 2014]",108,Taralyn,2,96,60,21,8,1,20,2,203,29
2009-07,79,6,203,15,5,4.02,lKRuxDiOmb8yEPSqGVidVg,"[2012, 2013]",89,Sarah,,253,205,24,10,21,100,27,273,120
2009-01,12,3,33,4,,3.52,rhxTEDhN6D-uSW2D7weUAg,"[2011, 2012]",341,Diana,,239,158,6,12,7,17,5,572,13
2008-07,10,,18,1,,4.18,EMQ6JS7UyBaJBQbFT2w6fg,"[2008, 2009]",192,Melanie,,195,107,7,8,,2,1,354,6
2008-07,49,1,19,3,,3.93,cpwwB2vy0WBqlrxxxVl8zQ,"[2009, 2010, 2011, 2012, 2013, 2014]",736,Sarah,1,300,293,8,10,,21,6,1079,2
2008-08,9,,5,,,3.71,kLCOWdOhwHj1_SRWM81PBQ,"[2010, 2011, 2012, 2013, 2014]",385,Don,,106,130,4,9,7,8,1,372,2
2007-01,805,383,1019,76,92,3.81,ifD7o8Mi67yNYwgWL5CbKg,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",366,Love,28,2858,2868,225,196,84,384,1014,3224,1880
2011-05,12,,15,1,,3.57,kGtRFOF2tNH_F5GaYM_NQA,"[2013, 2014]",232,Stacey,,82,61,13,7,3,13,4,271,10
2007-11,6,1,4,2,1,3.61,Qewitw7QMN2DAKVS5IYblQ,[2013],64,Pearlie,,101,198,6,5,1,14,32,145,7
2005-06,17,,19,1,,3.77,C2hVx7POcUGLQZV3hW6_sw,"[2007, 2008, 2009, 2011]",398,Lacey,10,334,380,18,8,,9,6,569,18
2009-03,58,1,74,4,3,3.58,OAd-vbR_POac1zHtu-Y2Zg,"[2010, 2011, 2012, 2013, 2014]",993,Samantha,12,1314,699,52,31,11,28,19,1961,41
2009-01,3,,7,,1,3.94,TEDWIxVruH-t_kZ_s54V7g,"[2010, 2011, 2012]",172,Kris,,60,47,3,3,1,2,1,140,3
2011-01,13,1,23,7,2,3.8,2eA58dxCdqVIq1U7-KO5Pg,"[2011, 2012, 2013]",149,Wendy,,194,196,6,7,2,3,3,328,17
2011-01,2,,6,,,3.99,nksi247A_BBsLhYPGdSOBg,"[2012, 2013, 2014]",149,Kristyn,,60,25,6,9,,2,,157,2
2006-07,10,2,6,1,1,3.88,-umEKdH3Yz1m8Wp2xierGQ,"[2006, 2007]",233,Pamela,,141,93,1,10,,5,3,246,2
2012-09,73,3,68,3,3,4.21,xf7ACbx3FG3O0MdSVNZtTA,[2014],102,Jean,,403,296,39,13,22,19,17,510,34
2009-04,1,,4,1,1,4.08,038fcAUG3makrkLXRgw52g,"[2010, 2011]",58,Heather,,39,36,1,3,,4,,119,2
2013-02,2,1,,,,3.74,GOqjrMrZtZoIde1GaPlXLw,"[2013, 2014]",95,Heather,,26,17,2,2,,,2,69,
2008-09,21,4,25,3,,3.97,qe-GkWlhshtFslwpD_FLWA,"[2009, 2010, 2011, 2012]",218,Meredith,1,280,186,15,13,1,13,11,501,20
2011-09,3,1,4,,,3.32,xx6Nr8XuXhk935hfjspC6Q,[2012],68,Whitney,,28,29,2,4,1,,1,128,2
2008-08,50,3,49,6,,3.21,JkMOQaMjlBHMqp6gj-hL3w,"[2008, 2009, 2010, 2011, 2012, 2013]",230,Amber,,462,366,17,20,2,26,8,817,37
2008-11,17,,13,3,1,3.71,zBVXg-iDLfFIowr9fU4LEg,"[2012, 2013, 2014]",87,Stacy,,39,35,4,2,,6,3,106,10
2007-02,11,,21,,1,4.32,KMplxDK7d5FTD_5YbCUkIQ,[2014],116,Candace,,64,37,11,3,1,10,6,125,20
2010-05,7,,10,1,1,3.88,BAwb6uL0craQXm9CeP6Awg,"[2012, 2013, 2014]",77,Avneet,,48,40,3,2,1,3,,97,2
2008-10,306,87,575,65,49,3.76,TEoY60poY_5k82q_w9zt5A,"[2010, 2011, 2012, 2013, 2014]",789,Rho,13,4006,2919,435,255,251,183,185,5129,567
2007-04,2,,2,1,,3.33,Tk2gb-5Ix8WJArJfYWDjBQ,[2008],120,Powell,1,54,44,3,21,4,7,3,235,4
2009-08,24,1,20,3,,3.69,U1FVJxhpAyeUUoODhmXu_A,"[2012, 2013, 2014]",282,Nancy,,110,54,10,11,4,11,5,262,8
2006-08,16,,11,4,,3.8,VgLOTHYkRwGUh7Lb-bTRzA,"[2006, 2007, 2008, 2009]",296,Dan,,154,232,3,12,,10,8,314,4
2008-07,21,4,17,6,,3.45,cQfnnQhGCFzd0P1MsJu21g,"[2010, 2011, 2012, 2013]",273,Daphney,,133,121,4,8,4,10,6,292,16
2006-10,63,9,99,17,10,3.76,2L-zcbG8o8AXuRLyJ18N9A,"[2006, 2007, 2008, 2009, 2010]",307,Frank,6,757,554,10,13,3,26,67,894,46
2008-02,6,,10,,,3.74,tVqIzODrEn3_5AhJttjFiw,"[2012, 2013, 2014]",145,Joshua,,60,60,1,3,,3,3,145,2
2009-06,13,1,22,,1,4.04,tASIROUKJS8DQvXzvHAEYQ,"[2009, 2010]",166,Eric,1,131,81,6,13,10,6,5,192,7
2008-05,599,74,573,56,119,4.03,lb6_8U7VU4x-JaIRVnlj8Q,"[2009, 2010, 2011, 2012, 2013, 2014]",586,Yanyao,42,3104,2787,185,74,66,206,210,4166,603
2009-04,40,3,37,4,4,3.93,t2z5AwkcorBUMuakUFIx1g,"[2012, 2013, 2014]",309,Kathy,,228,180,12,18,8,13,6,410,40
2007-10,36,9,45,3,1,3.78,nGOh3QqKtjBI5m_6HSIZdA,"[2009, 2010]",341,Kelly,5,315,205,9,4,4,22,11,464,21
2012-06,21,1,30,1,,3.93,rmyIFvtiEg7OBuDkVc5EpQ,[2014],41,Lynne,,70,32,3,3,1,8,2,83,10
2010-04,6,,14,1,,4.12,pKNx5xVJ4OwRXRNQ91TdLQ,"[2011, 2012]",158,Maxwell,2,85,51,6,2,1,11,3,182,14
2009-02,23,2,62,4,1,3.68,yTJrNdQQVCfodoMMWVSX2w,[2009],83,Jack,,250,348,8,6,4,22,42,312,34
2007-01,341,120,449,16,22,3.57,qgBNzu1OWzZ9n_AZugDxHA,"[2007, 2008, 2009]",338,Ari,20,1485,1585,157,48,62,101,540,1615,508
2010-08,5,,8,2,2,3.78,DpmHD0C-g-HgtFqvD9gvuQ,"[2010, 2011, 2012, 2013, 2014]",190,Tanya,,50,2787,4,5,,4,,201,3
2008-02,100,14,228,14,2,4.22,6WrOT1dj6sigl_voiwQ7HA,"[2008, 2009, 2010, 2011, 2012]",133,Nathan,3,955,1003,49,31,3,63,106,1038,220
2009-09,7,,20,,,3.96,qa05pUVNapADHZXpHMPMeA,"[2011, 2012, 2013, 2014]",245,Kevin,,174,202,8,5,2,7,2,379,10
2008-01,10,,11,3,,3.38,XMae0_Woz6N3ZXjOdGa2ug,"[2009, 2011]",194,Charlene,,159,137,8,8,2,3,6,357,5
2010-03,5,,17,6,,3.59,67xk6yMrpHkKzBh7yHNV_A,"[2012, 2013, 2014]",65,Richard,,56,23,13,5,1,8,1,148,26
2008-04,8,2,20,6,,3.79,HJV-1FlLsG8HEFHGW1yLzg,"[2010, 2011]",174,Regina,1,136,118,17,12,13,5,6,241,13
2008-03,,,3,1,,4.26,piQlhm39ErSdWniwSAtLwQ,"[2009, 2010]",89,John,,25,18,1,3,1,2,,74,2
2007-04,12,,19,3,,3.54,yGjK-LDpzkErnYyFSdI7ug,"[2009, 2010, 2011]",192,Tony,1,167,211,9,4,,13,15,320,22
2010-08,32,,20,2,3,4.19,GUS-L9GY4PibH1mfqaRZug,[2012],272,Don,,102,52,5,12,1,6,4,214,12
2008-01,114,1,152,29,3,3.99,d7SyZvrgmc4RFqlxToTV4A,"[2009, 2010, 2011, 2012, 2013]",524,Toshi,1,556,433,111,22,2,17,14,879,66
2010-03,1,,3,1,1,3.99,H_HKA7s3PpL2b33sYeO7uA,[2011],73,Norma,,15,10,1,6,,1,,53,1
2008-11,27,1,27,5,1,3.85,qaFZKPTO4LptjEXiOceODg,"[2012, 2013, 2014]",237,Ben,,164,194,19,6,7,23,57,353,16
2010-10,47,,62,3,5,3.93,F18Ip1C8G0wVYFduIOpckw,"[2013, 2014]",495,Diana,,165,167,17,9,1,28,6,414,32
2009-12,5,,9,,,4.0,uzeuP7sGm7Ez8TSIVtI9rw,"[2012, 2013]",51,Peggy,,38,20,3,3,,5,,112,
2010-05,3,2,4,1,,3.72,ODBV2HsmwCHtnZwOUJN6lw,"[2010, 2011]",91,jennifer,,30,27,8,1,3,1,1,111,2
2009-08,217,23,109,8,2,3.86,uTc1puvwUpFYryEHo4DNaA,[2010],46,Rebecca,3,352,280,14,19,7,44,36,426,114
2007-03,38,1,69,7,3,3.64,ns3I-EZGGIHbZZDJR-DR3A,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",388,Joe,1,274,169,11,9,6,35,41,467,13
2009-08,4,,3,,1,4.1,uHmN8TEKjrfIQndhbkGNSA,[2014],99,Eunis,,36,24,1,3,,3,2,71,4
2013-07,,,,,,4.05,_A7jJo4lFJr12RsTK1Sehg,[2014],81,Sarah,,7,9,,0,,,,18,
2009-10,80,5,51,6,1,3.65,rSbqoimVUWPEbNSGwyjI-Q,"[2010, 2011, 2012, 2013, 2014]",422,Jennifer,3,300,177,9,21,13,115,25,632,50
2008-02,235,10,344,36,13,3.83,l-UV2WLxUXUxe3BU7a7THg,"[2009, 2010]",116,Mike,3,1108,1649,106,71,16,76,337,1052,226
2013-10,4,,2,,,3.51,dkmeYJYEGhAV0kijSHpefA,[2014],268,Tim,,21,38,1,3,,2,6,173,1
2009-05,2,2,1,,,4.07,lfA-iuiBeKt5Z1z7dOaxEw,"[2012, 2013]",70,Alex,,38,27,1,1,,3,2,93,5
2007-05,1,,2,,1,3.76,hoMKg_OW9vAm2-M93PjQaQ,[2011],115,Doreen,,34,72,2,2,,3,1,104,1
2007-05,2,,3,1,,3.56,fzkO1lGkx8MHhT8S4Rbg3w,"[2008, 2009, 2010]",90,Andrew,,136,63,,2,,11,4,112,2
2008-05,96,12,128,11,4,3.48,KUaAYYiB5QpF7AWBcRg1Jw,"[2010, 2011, 2012, 2013, 2014]",462,Jen,1,761,667,60,47,27,36,19,1129,81
2010-02,10,,15,2,2,4.17,dDvk4Xb0NPj7rXU42o1Vnw,"[2011, 2012, 2013, 2014]",280,Rubin,1,128,95,14,9,2,3,3,269,5
2011-08,6,,1,2,,3.36,JE63g6L1BGDZb2CjGGtgUg,"[2012, 2013, 2014]",54,Kathryn,,16,11,1,2,,,,73,2
2008-09,10,,8,7,,3.27,23LHCm_WarJLSVYbXPfd-w,[2014],180,Jason,,106,102,8,4,,7,8,311,10
2011-01,20,1,27,,1,3.76,Nf_8RYY4dTnvwaz96KMq-w,"[2012, 2013, 2014]",220,Beth,,176,47,4,5,,14,3,311,6
2008-05,28,1,31,1,2,3.44,u00EOkApqyRP9YLlI90TKA,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]",715,Bill,,331,285,12,25,1,10,18,1133,7
2009-07,14,1,16,1,1,3.58,LP5MjcVLtG6TmXRykg3Tzg,"[2012, 2013, 2014]",235,Phuong,,104,113,5,9,1,11,3,222,9
2007-01,97,6,172,20,6,3.44,zOeNLTi4k5rvJE1-fv1ILw,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",667,Donna,12,2745,2103,76,52,75,93,58,3339,74
2006-02,2,5,10,2,2,4.0,WGEsyESNb4NsTInVS6RC8Q,[2007],75,Lindsay,,97,62,1,14,,1,4,116,9
2010-04,77,1,68,1,1,3.75,0eiRxjpe4GCIPymXjOZtZA,"[2011, 2012, 2013, 2014]",158,Sharon,2,266,207,43,17,3,41,20,425,38
2008-01,7,1,7,4,,3.52,2FIYbQhpnzRDuAwIzkaV3g,"[2010, 2012, 2013, 2014]",165,Betty,,56,39,1,19,1,2,,103,3
2008-09,10,,11,,,3.67,WgYIJ8LW0ijQhpIO_NZE2w,"[2012, 2013, 2014]",473,Tracy,,128,84,3,7,2,7,1,443,2
2007-01,14,3,18,,1,3.48,MerR_9x_Nw9t3F8MIhgO8w,"[2007, 2008]",125,Sun,,138,66,5,12,1,12,7,184,6
2007-06,3,3,5,1,,3.96,WASrICo60vag3VTh1LrWzg,"[2008, 2009, 2010]",137,shannon e,,61,42,,6,2,2,1,101,4
2008-08,13,4,12,1,1,3.75,AWR6lPa9HiwpQGVaZ19-EQ,"[2010, 2011, 2012, 2013, 2014]",222,Lindsey,,146,155,8,6,,7,4,358,6
2010-01,20,1,37,,1,3.57,AKqpb-oneU1gHn1n1l6WoQ,"[2010, 2011, 2012, 2013, 2014]",175,Jerome,1,212,249,13,3,,6,6,328,18
2009-08,2,,1,,,3.68,NZIPlGV47meXF_ajV4is4g,"[2013, 2014]",77,Nicole,,43,38,,0,,,,129,1
2010-07,2,,4,5,,3.41,WmxYbnC3O9IzxOr-HhUc8A,[2014],214,Adrianna,,61,38,3,2,1,4,3,206,4
2011-04,2,,1,,,3.85,R97mPOOPxaZMlEpp0l2hoQ,"[2013, 2014]",66,Anthony,,12,3,,0,,3,,39,
2012-11,5,,1,,,3.38,UpldzzhASb5ydLXoqdEXCg,"[2013, 2014]",40,Sean,,18,16,,0,,3,1,46,3
2007-10,18,1,11,7,2,3.66,n92VtMbWJyvns2xO4W0sVw,"[2009, 2010]",90,Pete,,113,46,5,2,,10,6,213,2
2008-06,,,2,1,,3.36,twmCrdNA6futrpytkPOZsw,[2009],41,Mike,,34,18,,0,,6,,54,2
2011-08,18,3,9,2,,3.81,OmbWOognHVj868mkCnTYLA,"[2011, 2012, 2013, 2014]",159,Gev,,105,150,1,5,1,8,3,315,7
2006-08,116,8,145,21,9,3.88,JjzftJhv6bGBQ5yaMCxbZA,"[2007, 2008, 2009, 2010, 2011]",418,Julie,1,746,519,94,44,7,28,32,1024,121
2007-10,31,,42,8,,3.39,0VDttqg8jgqrD0JcYBbj6g,"[2011, 2012, 2013, 2014]",272,Tim,,313,286,9,8,1,13,6,433,13
2010-03,6,,30,1,,3.6,7jOGkrhsMo7WVaDLVu_sbQ,"[2010, 2011, 2012]",155,Vincent,,130,107,13,6,18,3,1,245,17
2011-06,6,1,5,,2,3.82,USRBqn1i_a45DVIyK128DQ,"[2012, 2013, 2014]",209,Jesus,,102,53,3,7,,,4,180,3
2010-06,2,,3,2,,3.3,ERPWRj0bkAHuRx-xZZbK3A,"[2012, 2013, 2014]",83,Juvie,,38,59,2,2,,,2,163,4
2012-03,,,,,,3.74,DQ3OenYLjeVBbI6Rc8sxDg,"[2012, 2013, 2014]",135,Bill,,23,13,,1,,1,3,63,1
2009-10,2,,5,2,,4.08,kzsKvc6P2bX7Qf7dVXzu7g,"[2011, 2012, 2013, 2014]",191,Georgina,,82,50,2,7,,1,,287,5
2008-12,4,,6,1,,3.9,8otDLb5-bv3ZEH0LWj1u8w,"[2012, 2013]",104,Brian,,26,37,3,3,,1,1,162,2
2006-03,17,6,27,4,2,3.7,XlYY6yV5c-9xr8u_T4OPEg,"[2006, 2007, 2008, 2009, 2010]",442,andrew,2,333,343,10,15,7,35,32,504,12
2009-02,94,13,97,8,19,3.83,r7YjAfr4fD46IJJ_3udP-A,"[2010, 2011, 2012, 2013, 2014]",539,Caitlin,2,621,495,32,31,20,84,42,1085,61
2005-07,187,25,343,45,11,3.58,wvxdLnO12hIh38YbArFp5Q,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]",1364,Kathleen,183,3609,4137,171,256,20,135,194,5020,323
2010-10,3,,8,2,1,3.82,PQnjXWorNWLGWjwLO96zIg,"[2012, 2013, 2014]",98,Dave,,136,106,2,2,,2,,185,4
2009-07,15,,32,5,1,4.06,5iJDue59iSruHQ_kaM2SXQ,"[2011, 2012, 2013, 2014]",205,Vi,1,287,162,22,8,5,6,2,481,31
2011-08,100,,21,2,1,3.93,1rGcekTCQyfy2ZH1MISNnw,"[2012, 2013, 2014]",66,Devin,,89,78,11,5,5,28,12,146,17
2010-07,7,1,6,,,3.82,_DH3--X2zVVwTASMv7Yt1A,"[2011, 2012]",56,Jessica,1,51,35,6,2,2,6,3,104,9
2011-12,8,,2,,,4.77,7gyg56Y1J6KP8GRkdVmFnw,"[2012, 2013]",65,Eric,,32,8,3,0,,3,,85,
2010-06,46,1,53,5,4,3.47,OvXnk1S60tKzH5n_CrwyIQ,"[2012, 2013, 2014]",232,Rachael,4,247,102,20,15,15,16,4,359,53
2011-01,5,,4,1,,3.8,8URuhYN9feJbzqxm_oVTdQ,"[2012, 2013, 2014]",227,André,,96,126,4,3,,2,,274,3
2010-07,402,8,265,43,37,3.68,HSKrdp21e5W_uIVcsHQTHw,"[2011, 2012, 2013, 2014]",831,Claudia,18,1633,1564,178,49,103,143,70,2510,174
2009-02,40,4,51,4,2,3.38,mS-Pmrc8JyKccTRJCsXcUw,"[2012, 2013, 2014]",224,Amy,,385,238,19,17,4,34,12,687,25
2010-04,14,3,26,6,,3.33,KMXTYbd0U031Xs6ygBtWNw,"[2010, 2011, 2012]",240,Ursula,2,317,163,21,18,34,8,8,591,13
2011-11,13,,25,3,2,3.99,DcgO7qiYKS2VuAJj2dQpcg,"[2012, 2013, 2014]",212,Theresa,,272,132,22,9,,4,5,447,15
2012-06,5,,6,,,3.97,l-PcMIlPIBL_kkWBy7IfaQ,[2012],34,Jessica,,11,11,,1,,2,1,40,6
2010-11,,,3,,,4.08,wJzMpk54FF2jeENqMBJ24Q,"[2012, 2013]",38,Joe,,30,24,,2,,2,1,72,1
2007-02,8,1,40,5,4,3.9,KTO2pnfnbqclrNm0HqoyOQ,"[2008, 2009, 2010, 2011, 2012]",249,Natalie,1,208,94,13,21,3,8,8,237,28
2011-05,6,1,6,2,1,3.99,28_CYjfg1tQN0Jh5l72f0Q,"[2012, 2013, 2014]",156,Ed,,92,83,5,3,,3,3,142,7
2008-03,250,43,435,30,9,3.79,yfQwWLYtqwHKiky1hiTBew,"[2008, 2009, 2010, 2012, 2013, 2014]",381,Shelly,15,1969,1495,72,23,12,113,138,2321,366
2009-03,27,,34,1,1,3.85,dIc95cmS9b0TQnjbSLq7Nw,"[2013, 2014]",265,Michael,,107,109,19,9,1,17,24,246,11
2007-04,91,85,231,25,12,3.71,k_5vdNtNqoxbI4hwd4syoA,"[2007, 2008, 2009, 2010, 2011, 2012, 2013]",871,Tiffany,8,1894,1101,93,107,32,68,31,2492,312
2008-10,5,,8,3,,3.38,Zrd8cqsRYaUk0IuWEtNd3w,"[2010, 2011]",171,Heather,,78,123,1,5,,10,4,330,3
2008-09,3,,6,8,1,3.83,HFVVK06LdCucl943ILCe-Q,"[2010, 2011]",175,Anthony,,38,29,,6,,4,,93,2
2008-06,7,1,11,1,1,3.78,Jkpx-kRS9dU9WXoi8J8DDA,"[2010, 2011, 2012, 2013, 2014]",157,Sergei,,118,158,11,8,2,3,7,268,7
2009-09,,,6,2,,3.59,fbkk38GHlnP_q5mUnVlwKw,[2011],44,Jason,,14,27,5,3,,1,1,50,1
2008-08,21,,16,4,1,3.79,onCVo3jNuKsSk8HcpDE1sQ,"[2011, 2012, 2013, 2014]",134,Jacqui,,76,87,3,2,2,13,2,147,10
2010-03,5,1,12,1,,3.62,c_kJX-qLG1479TcILZFtdQ,"[2012, 2013, 2014]",129,Angela,,39,29,7,11,1,4,1,165,8
2009-12,11,5,27,5,1,3.88,leahPIsXsOkyjckXo100Dg,"[2012, 2013, 2014]",398,Judy,,250,196,9,24,10,9,10,445,39
2010-07,129,26,156,30,19,3.61,Q_joJ5KDY0HuZjglECK4fw,"[2011, 2012]",108,Catherine,2,654,571,100,118,84,76,73,851,143
2007-10,338,65,481,86,64,4.06,XmGVYd1mGM6XToE-7yXQLQ,"[2009, 2010, 2011, 2012, 2013]",467,ABBY,40,2834,2977,209,108,69,216,358,3184,741
2010-07,25,1,82,2,2,4.12,omJTdLpq_WhsA7wOU_hKog,"[2012, 2013, 2014]",145,Vivian,,285,212,20,6,10,6,24,380,40
2009-08,3,,3,,,3.86,s2RPEFEzOQ4Cpc9R61RldQ,"[2013, 2014]",78,Carmela,,45,46,5,0,,2,1,107,5
2007-03,3,1,11,3,,4.29,MTxKpPDVeMiYhghQixf3vA,[2009],175,Jackie,,69,65,4,1,3,3,5,165,9
2007-08,24,2,35,4,1,3.39,EyPureZj2K44_kBYgg8KsA,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",932,Eve,4,642,570,11,18,4,16,36,1064,44
2010-01,6,1,5,,,3.41,G0zBHJFSGkpOVthWJwO8WQ,[2012],221,Cindy,,57,58,2,3,1,2,,129,
2009-02,286,52,356,14,41,3.83,MdCZyRN4HfrfnmJlvTugEg,"[2009, 2010, 2011, 2012, 2013, 2014]",231,Cat,13,1388,1287,116,42,51,94,180,1610,377
2006-09,26,8,56,2,1,3.52,RzCT5i5MNAtbNwlha-DbrA,"[2008, 2009]",135,Jasmine,,184,159,6,6,1,11,17,232,49
2010-01,14,2,19,,1,3.51,Q6lo6G5mz-DbOl5ws3dJqQ,"[2011, 2012, 2013, 2014]",715,Rach,6,234,187,15,11,8,6,10,751,9
2009-05,7,2,10,,,3.82,g2D5QttnvZTX9yVzWWXYxw,"[2010, 2011, 2012]",136,Joseph,,94,193,5,5,,13,14,247,11
2010-05,2,,3,1,1,4.21,RuVHB-ehx7LhzoAzmns-iQ,"[2013, 2014]",73,Monica,,29,12,1,2,,7,2,87,11
2007-11,40,9,42,6,3,3.46,JPJhdwtV3n8RQRPx7TApFQ,"[2012, 2013, 2014]",638,Katie,1,379,392,26,37,10,28,16,698,29
2012-08,,,,1,,4.0,nciaeGaGOaEnLlFL62VF9w,[2014],31,Ling,,9,7,2,1,,2,,30,2
2007-09,6,,5,1,,3.24,jpexBlKMZ1ND2UdTcVzDkg,[2010],158,Danny,2,50,59,1,2,1,2,1,181,1
2008-02,92,22,100,19,9,3.75,owBW-FcLXdAMKCbMJZqyZg,"[2010, 2011, 2012, 2013]",288,Anna,2,473,490,100,50,29,63,86,819,83
2007-06,24,3,19,7,2,4.01,sxuEnq3WXsWjAf9xTIrz1g,"[2011, 2012, 2013]",157,Bryan,,184,195,9,6,4,6,18,264,22
2009-02,13,3,16,4,2,3.95,1oiOUKhtO12geVVBIHsVNA,"[2010, 2011]",77,tracy,4,122,77,2,20,1,9,4,222,10
2008-04,18,3,23,2,1,3.81,PJDr7TJ1eoQ9p2j9bbidnQ,"[2010, 2011]",160,Christine,,129,117,5,16,2,9,6,202,17
2008-08,8,,13,1,1,3.84,3NwAgpjNFe7SnYgVuGElWg,"[2010, 2011]",188,Amanda,,136,181,7,4,1,3,6,185,6
2010-04,3,,11,,1,3.92,uRJCUGWrTuytG1EdYHVqJg,"[2012, 2013, 2014]",81,Anna,,37,44,7,7,,5,2,107,3
2009-06,4,1,4,1,,3.52,OpNbQ9Wz-A4ajmSBTuXq7A,"[2009, 2010]",344,Matt,,95,88,2,0,,9,1,242,1
2013-06,8,,1,,1,4.9,CXHBSdEz_FXzckELAa0KdA,"[2013, 2014]",193,Juliana,,44,37,2,0,1,1,,106,
2008-08,8,2,16,3,4,3.61,PddGP8LZb8BCzZ4_cl2hyA,[2011],109,Amanda,1,77,67,5,5,2,4,7,178,8
2009-07,7,,11,2,,3.54,C1cpXHuT_vSAjB_wOPfE6Q,"[2012, 2013, 2014]",276,Chris,,100,111,3,15,2,11,1,436,4
2010-02,3,,5,,,3.81,3B29q4nnYKAYLGnuAZ4uvA,"[2013, 2014]",296,Ken,,103,41,4,4,,7,3,244,2
2005-04,12,1,16,3,1,4.05,e86oZFveB_Y269iyOJhKsA,"[2009, 2010]",146,Marvy,,136,121,4,5,2,6,4,213,8
2006-09,17,13,18,5,1,3.62,x9v8xVAje8h4uULZFmVnZA,"[2012, 2013, 2014]",221,Monica,,75,35,2,16,1,6,2,165,20
